Date,Open,High,Low,Close,Volume
17-04-2023,4066.55,4086.01,3988.72,3988.72,95789900
18-04-2023,4008.18,4086.01,3988.72,4027.63,106962300
26-04-2023,4202.75,4222.21,4027.63,4047.09,207338000
27-04-2023,4027.63,4066.55,4027.63,4047.09,51076300
28-04-2023,4066.55,4066.55,4008.18,4027.63,116957800
02-05-2023,4086.01,4086.01,4027.63,4086.01,98024100
03-05-2023,4086.01,4086.01,4008.18,4066.55,110683000
04-05-2023,4027.63,4066.55,3988.72,4027.63,100945900
05-05-2023,4027.63,4047.09,3988.72,4027.63,64499500
08-05-2023,4027.63,4047.09,3988.72,3988.72,64678000
09-05-2023,3969.26,3988.72,3930.35,3930.35,93531000
10-05-2023,3930.35,3988.72,3930.35,3949.81,58148200
11-05-2023,3949.81,3969.26,3910.89,3969.26,63262300
12-05-2023,3949.81,3949.81,3891.43,3891.43,105407300
15-05-2023,3930.35,3930.35,3891.43,3930.35,76451700
16-05-2023,3949.81,3949.81,3875.87,3883.65,42752200
17-05-2023,3883.65,3949.81,3875.87,3891.43,63396700
19-05-2023,3949.81,3969.26,3910.89,3949.81,78499800
22-05-2023,3969.26,4086.01,3949.81,4066.55,120027200
23-05-2023,4047.09,4086.01,3969.26,3988.72,165534100
24-05-2023,3988.72,4008.18,3930.35,3949.81,125575300
25-05-2023,3930.35,4027.63,3930.35,4027.63,76424100
26-05-2023,4027.63,4047.09,3969.26,3988.72,42313700
29-05-2023,4027.63,4027.63,3969.26,4008.18,60646900
30-05-2023,3969.26,4047.09,3969.26,4008.18,49086100
31-05-2023,4027.63,4047.09,3930.35,3930.35,393735900
05-06-2023,3969.26,4008.18,3949.81,3949.81,149191300
06-06-2023,3930.35,3969.26,3852.52,3930.35,244590500
07-06-2023,3891.43,3949.81,3891.43,3910.89,130408700
08-06-2023,3891.43,3949.81,3891.43,3910.89,173484200
09-06-2023,3910.89,3988.72,3891.43,3988.72,150849200
12-06-2023,3969.26,3988.72,3930.35,3969.26,91080300
13-06-2023,3969.26,4027.63,3930.35,3969.26,143804700
14-06-2023,3988.72,4008.18,3930.35,3930.35,96670300
15-06-2023,3930.35,4008.18,3930.35,3988.72,94097900
16-06-2023,3988.72,4008.18,3949.81,4008.18,103942500
19-06-2023,3969.26,4008.18,3969.26,3988.72,36211300
20-06-2023,3969.26,3988.72,3930.35,3969.26,44316800
21-06-2023,3930.35,3969.26,3930.35,3969.26,58061600
22-06-2023,3969.26,4008.18,3949.81,3949.81,60457300
23-06-2023,3949.81,3988.72,3930.35,3949.81,47276900
26-06-2023,3969.26,4027.63,3949.81,3988.72,74263700
27-06-2023,4027.63,4086.01,4008.18,4047.09,101592900
03-07-2023,3988.72,4163.83,3988.72,4163.83,227354700
04-07-2023,4202.75,4202.75,4066.55,4086.01,119841200
05-07-2023,4124.92,4144.38,4086.01,4105.46,78430000
06-07-2023,4124.92,4163.83,4086.01,4124.92,90981000
07-07-2023,4105.46,4124.92,4008.18,4008.18,128515100
10-07-2023,4027.63,4066.55,4008.18,4027.63,82685700
11-07-2023,4047.09,4124.92,4027.63,4105.46,100578900
12-07-2023,4124.92,4183.29,4086.01,4124.92,123947700
13-07-2023,4183.29,4183.29,4105.46,4163.83,101281200
14-07-2023,4202.75,4222.21,4163.83,4202.75,122343600
17-07-2023,4222.21,4261.12,4183.29,4183.29,99897600
18-07-2023,4183.29,4222.21,4124.92,4163.83,65073800
20-07-2023,4202.75,4319.49,4202.75,4300.03,132054000
21-07-2023,4319.49,4338.95,4241.66,4319.49,111275700
24-07-2023,4319.49,4377.86,4280.58,4280.58,54865000
25-07-2023,4319.49,4338.95,4280.58,4319.49,65237300
26-07-2023,4319.49,4358.41,4300.03,4338.95,88526700
27-07-2023,4338.95,4436.23,4338.95,4377.86,86556200
28-07-2023,4377.86,4455.69,4377.86,4436.23,121968500
31-07-2023,4514.06,4514.06,4377.86,4455.69,189375700
01-08-2023,4397.32,4455.69,4358.41,4397.32,114702500
02-08-2023,4377.86,4475.15,4358.41,4436.23,133546200
03-08-2023,4455.69,4533.52,4436.23,4514.06,68587500
04-08-2023,4514.06,4533.52,4475.15,4494.61,47144200
07-08-2023,4552.98,4611.35,4533.52,4572.44,104342100
08-08-2023,4591.89,4630.81,4572.43,4591.89,66473200
09-08-2023,4591.89,4630.81,4552.98,4591.89,64495400
10-08-2023,4611.35,4669.72,4591.89,4650.26,78859600
11-08-2023,4650.26,4689.18,4591.89,4611.35,46568600
14-08-2023,4611.35,4630.81,4514.06,4630.81,86460500
15-08-2023,4591.89,4611.35,4514.06,4514.06,116815700
16-08-2023,4494.61,4514.06,4416.78,4514.06,163744100
18-08-2023,4455.69,4533.52,4455.69,4494.61,104894600
21-08-2023,4514.06,4572.44,4514.06,4533.52,61845800
22-08-2023,4514.06,4630.81,4514.06,4630.81,93617200
23-08-2023,4630.81,4630.81,4552.98,4552.98,40844700
24-08-2023,4591.89,4630.81,4572.44,4630.81,42648300
25-08-2023,4591.89,4611.35,4533.52,4591.89,65093100
28-08-2023,4630.81,4689.18,4591.89,4669.72,63980400
29-08-2023,4669.72,4689.18,4630.81,4630.81,50839300
30-08-2023,4611.35,4747.55,4611.35,4650.26,65727400
31-08-2023,4669.72,4728.09,4591.89,4689.18,159062900
01-09-2023,4728.09,4767.01,4708.64,4728.09,50796000
04-09-2023,4728.09,4786.46,4708.64,4747.55,56317700
05-09-2023,4747.55,4786.46,4728.09,4747.55,24893100
06-09-2023,4708.64,4767.01,4708.64,4708.64,40547800
07-09-2023,4669.72,4689.18,4533.52,4572.44,124351400
08-09-2023,4591.89,4611.35,4494.61,4591.89,81980400
11-09-2023,4591.89,4611.35,4533.52,4611.35,74510600
12-09-2023,4630.81,4630.81,4552.98,4572.44,54076800
13-09-2023,4533.52,4552.98,4494.61,4552.98,69884000
14-09-2023,4533.52,4572.44,4494.61,4533.52,59132600
15-09-2023,4591.89,4650.26,4552.98,4611.35,165106200
18-09-2023,4591.89,4630.81,4572.43,4591.89,53450400
19-09-2023,4591.89,4728.09,4572.43,4669.72,84608400
20-09-2023,4747.55,4767.01,4708.64,4728.09,64864900
21-09-2023,4708.64,4728.09,4650.26,4669.72,60535000
22-09-2023,4669.72,4708.64,4650.26,4669.72,51069900
25-09-2023,4669.72,4708.64,4650.26,4669.72,40650900
26-09-2023,4650.26,4669.72,4552.98,4611.35,109786400
27-09-2023,4611.35,4708.64,4591.89,4669.72,75050600
29-09-2023,4708.64,4708.64,4669.72,4689.18,71554100
02-10-2023,4689.18,4747.55,4689.18,4708.64,33296500
03-10-2023,4669.72,4728.09,4669.72,4728.09,37093100
04-10-2023,4728.09,4767.01,4650.26,4767.01,69154000
05-10-2023,4786.46,4825.38,4747.55,4767.01,69566800
06-10-2023,4786.46,4786.46,4689.18,4689.18,25913600
09-10-2023,4689.18,4708.64,4591.89,4591.89,45321700
10-10-2023,4591.89,4728.09,4591.89,4669.72,42820800
11-10-2023,4630.81,4805.92,4630.81,4708.64,72955000
12-10-2023,4728.09,4805.92,4708.64,4728.09,91341800
13-10-2023,4728.09,4786.46,4689.18,4728.09,39914700
16-10-2023,4689.18,4728.09,4650.26,4689.18,53416400
17-10-2023,4669.72,4689.18,4611.35,4669.72,74702300
18-10-2023,4611.35,4630.81,4533.52,4552.98,80637400
19-10-2023,4494.61,4514.06,4436.24,4455.69,160277800
20-10-2023,4416.78,4514.06,4397.32,4475.15,82132000
23-10-2023,4436.23,4455.69,4377.86,4416.78,73897500
24-10-2023,4436.24,4514.06,4416.78,4475.15,72469200
25-10-2023,4533.52,4591.89,4494.61,4552.98,90426500
26-10-2023,4514.06,4552.98,4436.23,4436.23,86348700
27-10-2023,4475.15,4494.61,4436.23,4436.23,90177000
30-10-2023,4436.24,4455.69,4377.86,4455.69,81547000
31-10-2023,4514.06,4552.98,4397.32,4416.78,99449400
01-11-2023,4436.24,4436.24,4377.86,4397.32,74281200
02-11-2023,4475.15,4611.35,4455.69,4591.89,115678200
03-11-2023,4611.35,4650.26,4533.52,4533.52,53379500
06-11-2023,4591.89,4611.35,4552.98,4611.35,58266100
07-11-2023,4630.81,4650.26,4514.06,4572.44,56161300
08-11-2023,4494.61,4552.98,4455.69,4552.98,63442400
09-11-2023,4533.52,4591.89,4514.06,4572.44,45026200
10-11-2023,4552.98,4552.98,4494.61,4494.61,59611500
13-11-2023,4552.98,4552.98,4514.06,4533.52,17444600
14-11-2023,4533.52,4591.89,4514.06,4533.52,50587800
15-11-2023,4591.89,4650.26,4572.44,4611.35,74255700
16-11-2023,4552.98,4611.35,4533.52,4611.35,36004500
17-11-2023,4572.43,4630.81,4552.98,4591.89,33963900
20-11-2023,4533.52,4611.35,4533.52,4572.44,20014600
21-11-2023,4552.98,4611.35,4533.52,4572.44,55094300
22-11-2023,4533.52,4591.89,4533.52,4572.44,21111100
23-11-2023,4630.81,4630.81,4591.89,4591.89,36725600
24-11-2023,4611.35,4611.35,4552.98,4572.44,27087900
27-11-2023,4591.89,4611.35,4572.43,4591.89,39719300
28-11-2023,4591.89,4611.35,4572.43,4591.89,58255800
29-11-2023,4552.98,4611.35,4533.52,4552.98,36796600
30-11-2023,4552.98,4611.35,4533.52,4552.98,117365000
01-12-2023,4552.98,4591.89,4533.52,4591.89,31365100
04-12-2023,4611.35,4689.18,4591.89,4669.72,66145100
05-12-2023,4669.72,4669.72,4572.43,4650.26,58668400
06-12-2023,4611.35,4630.81,4514.06,4514.06,88747200
07-12-2023,4514.06,4533.52,4455.69,4475.15,97966700
08-12-2023,4475.15,4494.61,4397.32,4436.23,98036700
11-12-2023,4397.32,4514.06,4397.32,4494.61,68655000
12-12-2023,4514.06,4533.52,4475.15,4514.06,55110500
13-12-2023,4475.15,4494.61,4436.24,4455.69,121450600
14-12-2023,4533.52,4689.18,4514.06,4630.81,171595800
15-12-2023,4630.81,4669.72,4591.89,4591.89,142382200
18-12-2023,4552.98,4630.81,4552.98,4611.35,101458600
19-12-2023,4630.81,4650.26,4611.35,4650.26,40763200
20-12-2023,4591.89,4650.26,4591.89,4611.35,65361000
21-12-2023,4630.81,4650.26,4611.35,4650.26,50363900
22-12-2023,4630.81,4650.26,4611.35,4650.26,29975600
27-12-2023,4669.72,4689.18,4611.35,4669.72,43114900
28-12-2023,4708.64,4786.46,4669.72,4767.01,75118700
29-12-2023,4767.01,4767.01,4669.72,4708.64,63097100
02-01-2024,4708.64,4767.01,4689.18,4767.01,26235700
03-01-2024,4747.55,4786.46,4708.64,4747.55,30053900
04-01-2024,4767.01,4981.04,4747.55,4942.12,135344500
05-01-2024,4981.04,5039.41,4942.12,5000.49,114339400
08-01-2024,5058.86,5136.69,4961.58,4981.04,151018300
09-01-2024,5000.49,5019.95,4942.12,4961.58,77953400
10-01-2024,4961.58,5019.95,4922.66,5000.49,50019800
11-01-2024,5000.49,5058.87,4981.04,5019.95,32120200
12-01-2024,5117.24,5195.06,5078.32,5117.24,114039700
15-01-2024,5117.24,5156.15,5039.41,5058.86,83066800
16-01-2024,5078.32,5156.15,5058.86,5078.32,83516800
17-01-2024,5078.32,5156.15,5058.86,5078.32,80929000
18-01-2024,5078.32,5097.78,5039.41,5078.32,78209900
19-01-2024,5058.86,5078.32,5000.49,5078.32,74814000
22-01-2024,5058.86,5097.78,5019.95,5058.86,96993100
23-01-2024,5078.32,5097.78,5019.95,5058.86,77037800
24-01-2024,5019.95,5039.41,4942.12,4981.04,97290600
25-01-2024,4922.66,4981.04,4864.29,4883.75,99094100
26-01-2024,4864.29,4922.66,4844.84,4903.21,77236800
29-01-2024,4942.12,5039.41,4883.75,5039.41,124753000
30-01-2024,5039.41,5214.52,5019.95,5175.61,123330900
31-01-2024,5175.61,5214.52,5175.61,5175.61,128185000
01-02-2024,5117.24,5156.15,5058.86,5097.78,168145800
02-02-2024,5156.15,5195.06,5136.69,5195.06,120116200
05-02-2024,5214.52,5409.09,5195.06,5311.81,150535100
06-02-2024,5311.81,5389.64,5272.89,5331.26,90146000
07-02-2024,5350.72,5409.09,5331.27,5409.09,88745500
12-02-2024,5564.75,5603.67,5486.92,5525.84,162771300
13-02-2024,5525.84,5545.29,5467.47,5467.47,102668900
15-02-2024,5681.49,5739.87,5564.75,5603.67,220530000
16-02-2024,5739.87,5759.32,5603.67,5603.67,142022100
19-02-2024,5564.75,5700.95,5545.29,5564.75,83753500
20-02-2024,5642.58,5642.58,5564.75,5564.75,87312000
21-02-2024,5545.29,5642.58,5506.38,5642.58,128063900
22-02-2024,5584.21,5603.67,5525.84,5525.84,85735800
23-02-2024,5486.92,5525.84,5448.01,5486.92,109404700
26-02-2024,5409.09,5506.38,5409.09,5486.92,65407700
27-02-2024,5428.55,5525.84,5428.55,5506.38,58066100
28-02-2024,5467.46,5545.29,5467.46,5545.29,49888400
29-02-2024,5545.29,5564.75,5448.01,5448.01,150713600
01-03-2024,5486.92,5506.38,5428.55,5467.47,90739400
04-03-2024,5448.01,5486.92,5428.55,5467.47,44707200
05-03-2024,5506.38,5525.84,5448.01,5467.47,92557200
06-03-2024,5448.01,5525.84,5448.01,5506.38,74178100
07-03-2024,5506.38,5545.29,5467.46,5525.84,94950400
08-03-2024,5564.75,5584.21,5525.84,5545.29,109032400
13-03-2024,5642.58,5662.04,5564.75,5662.04,126022700
14-03-2024,5642.58,5759.32,5623.12,5759.32,161193000
15-03-2024,5798.24,5837.15,5662.04,5759.32,250581100
18-03-2024,5778.78,5778.78,5584.21,5584.21,105778200
19-03-2024,5642.58,5720.41,5623.12,5662.04,100836600
20-03-2024,5767.54,5767.54,5726.63,5767.54,83416700
21-03-2024,5808.44,5890.25,5767.54,5767.54,81774800
22-03-2024,5726.63,5787.99,5685.73,5767.54,65219900
25-03-2024,5931.15,5931.15,5726.63,5931.15,78212700
26-03-2024,5910.7,5910.7,5828.89,5869.8,74274300
27-03-2024,5890.25,5931.15,5869.8,5869.8,46295700
28-03-2024,5849.34,5931.15,5828.89,5931.15,90900900
01-04-2024,5931.15,5931.15,5522.11,5644.82,158358600
02-04-2024,5644.82,5644.82,5481.2,5644.82,135764900
03-04-2024,5685.73,5685.73,5460.75,5542.56,115372600
04-04-2024,5522.11,5665.27,5522.11,5624.37,63174900
05-04-2024,5583.47,5644.82,5583.47,5583.47,46111500
16-04-2024,5194.87,5501.66,5153.97,5419.85,180012400
17-04-2024,5481.2,5542.56,5419.85,5419.85,83840200
18-04-2024,5563.01,5644.82,5501.66,5563.01,106893900
19-04-2024,5501.66,5563.01,5440.3,5501.66,47943300
22-04-2024,5624.37,5624.37,5378.94,5501.66,121727900
23-04-2024,5603.92,5665.27,5501.66,5583.47,106699200
24-04-2024,5665.27,5767.54,5644.82,5767.54,117586500
25-04-2024,5767.54,5787.99,5665.27,5685.73,111803500
26-04-2024,5726.63,5747.08,5522.11,5522.11,125875000
29-04-2024,5440.3,5685.73,5440.3,5665.27,77938400
30-04-2024,5563.01,5767.54,5542.56,5644.82,189991300
02-05-2024,5563.01,5563.01,4949.45,5174.42,501849300
03-05-2024,5153.97,5256.23,4949.45,5031.25,269305400
06-05-2024,5113.06,5235.78,5031.25,5133.52,184234200
07-05-2024,5174.42,5235.78,5113.06,5133.52,130410300
08-05-2024,5174.42,5276.68,5113.06,5133.52,117065300
13-05-2024,5072.16,5133.52,5010.8,5072.16,128638300
14-05-2024,5051.71,5153.97,5051.71,5072.16,94048400
15-05-2024,5072.16,5235.78,5072.16,5215.32,80923000
16-05-2024,5276.68,5317.59,5174.42,5194.87,114806300
17-05-2024,5194.87,5440.3,5194.87,5378.94,133153900
20-05-2024,5358.49,5419.85,5072.16,5174.42,168796000
21-05-2024,5092.61,5133.52,4888.09,4928.99,307362900
22-05-2024,4908.54,5031.25,4867.64,4949.45,171675900
27-05-2024,4928.99,4949.45,4765.38,4765.38,258450900
28-05-2024,4785.83,4928.99,4765.38,4867.64,93701700
29-05-2024,4765.38,4806.28,4663.11,4744.92,169386300
30-05-2024,4724.47,4908.54,4519.95,4806.28,236632600
31-05-2024,4908.54,4928.99,4826.73,4826.73,169567000
03-06-2024,4969.9,5031.25,4928.99,4990.35,92525600
04-06-2024,5031.25,5133.52,5010.8,5031.25,137800600
05-06-2024,5010.8,5031.25,4888.09,4908.54,102327300
06-06-2024,5010.8,5072.16,4969.9,5051.71,85735200
07-06-2024,5113.06,5133.52,5031.25,5133.52,99092800
10-06-2024,5133.52,5194.87,5072.16,5133.52,80154400
11-06-2024,5072.16,5113.06,5010.8,5010.8,56254400
12-06-2024,4949.45,4969.9,4826.73,4847.18,120857200
13-06-2024,4888.09,4908.54,4785.83,4806.28,162616700
14-06-2024,4785.83,4806.28,4622.21,4704.02,203241500
19-06-2024,4724.47,4785.83,4642.66,4704.02,116004200
20-06-2024,4765.38,4867.64,4704.02,4867.64,82660000
21-06-2024,4949.45,5072.16,4928.99,5010.8,184240600
24-06-2024,4969.9,5010.8,4908.54,4908.54,58831900
25-06-2024,4847.18,4888.09,4765.38,4847.18,159983800
26-06-2024,4867.64,4928.99,4785.83,4785.83,92895700
27-06-2024,4826.73,4969.9,4806.28,4908.54,117602400
28-06-2024,4908.54,5113.06,4908.54,5031.25,191371600
01-07-2024,5051.71,5113.06,4990.35,5113.06,100408200
02-07-2024,5133.52,5194.87,5031.25,5072.16,159356600
03-07-2024,5133.52,5153.97,4990.35,5092.61,70017100
04-07-2024,5113.06,5235.78,5092.61,5113.06,90147800
05-07-2024,5174.42,5317.59,5153.97,5256.23,111646800
08-07-2024,5235.78,5256.23,5072.16,5092.61,138144000
09-07-2024,5092.61,5235.78,5072.16,5215.32,84177600
10-07-2024,5215.32,5276.68,5153.97,5215.32,59685300
11-07-2024,5235.78,5256.23,5194.87,5235.78,66789800
12-07-2024,5276.68,5358.49,5235.78,5256.23,136132200
15-07-2024,5276.68,5276.68,5153.97,5194.87,66071800
16-07-2024,5235.78,5235.78,5153.97,5194.87,64687900
17-07-2024,5276.68,5338.04,5215.32,5276.68,109729800
18-07-2024,5358.49,5399.4,5317.59,5358.49,132532000
19-07-2024,5317.59,5338.04,5276.68,5338.04,63165500
22-07-2024,5378.94,5481.2,5338.04,5481.2,110467000
23-07-2024,5522.11,5522.11,5358.49,5419.85,77861700
24-07-2024,5317.59,5378.94,5297.13,5297.13,63940900
25-07-2024,5276.68,5378.94,5235.78,5378.94,66655400
26-07-2024,5378.94,5419.85,5317.59,5358.49,76519500
29-07-2024,5358.49,5358.49,5276.68,5297.13,54435300
30-07-2024,5297.13,5358.49,5215.32,5297.13,86701400
31-07-2024,5235.78,5297.13,5215.32,5235.78,99004100
01-08-2024,5358.49,5522.11,5317.59,5522.11,163086200
02-08-2024,5481.2,5624.37,5460.75,5563.01,167892400
05-08-2024,5481.2,5501.66,5317.59,5378.94,184384000
06-08-2024,5440.3,5481.2,5338.04,5419.85,95785000
07-08-2024,5501.66,5542.56,5440.3,5542.56,84582200
08-08-2024,5563.01,5603.92,5501.66,5563.01,81408500
09-08-2024,5583.47,5644.82,5563.01,5603.92,79710700
12-08-2024,5624.37,5644.82,5542.56,5644.82,50756000
13-08-2024,5603.92,5726.63,5603.92,5726.63,68666000
14-08-2024,5787.99,5808.44,5747.08,5787.99,97695100
15-08-2024,5787.99,5787.99,5665.27,5747.08,75955500
16-08-2024,5787.99,5828.89,5747.08,5787.99,64266400
19-08-2024,5787.99,5849.34,5747.08,5849.34,50246100
20-08-2024,5890.25,6012.96,5849.34,5890.25,102615900
21-08-2024,5972.06,5972.06,5910.7,5931.15,88487800
22-08-2024,5849.34,5869.8,5665.27,5767.54,157323000
23-08-2024,5726.63,5787.99,5706.18,5767.54,111752100
26-08-2024,5767.54,5808.44,5726.63,5767.54,78515400
27-08-2024,5747.08,5767.54,5665.27,5747.08,91686700
28-08-2024,5747.08,5910.7,5726.63,5910.7,114606200
29-08-2024,5972.06,5972.06,5808.44,5808.44,94475900
30-08-2024,5808.44,5869.8,5787.99,5828.89,153760500
02-09-2024,5890.25,5951.61,5828.89,5890.25,82176000
03-09-2024,5890.25,5931.15,5767.54,5787.99,75100800
04-09-2024,5726.63,5869.8,5726.63,5869.8,78789800
05-09-2024,5828.89,5910.7,5828.89,5869.8,59432000
06-09-2024,5869.8,5951.61,5849.34,5931.15,63619300
09-09-2024,5931.15,5931.15,5890.25,5931.15,71430300
10-09-2024,5931.15,5951.61,5910.7,5931.15,73515700
11-09-2024,5972.06,6053.87,5951.61,6033.42,91822300
12-09-2024,6033.41,6074.32,5972.06,5972.06,68254300
13-09-2024,5972.06,5972.06,5910.7,5951.61,45854000
17-09-2024,5992.51,6094.77,5972.06,6074.32,96428000
18-09-2024,6033.41,6094.77,6012.96,6053.87,47279200
19-09-2024,6094.77,6176.58,6053.87,6053.87,124377800
20-09-2024,6053.87,6074.32,5972.06,5972.06,97901700
23-09-2024,5992.51,6094.77,5972.06,6094.77,79675600
24-09-2024,6053.87,6115.22,6033.41,6074.32,81817100
25-09-2024,6012.96,6012.96,5767.54,5890.25,192197100
26-09-2024,5869.8,5890.25,5808.44,5869.8,173044000
27-09-2024,5747.08,5828.89,5726.63,5767.54,161405200
30-09-2024,5726.63,5747.08,5624.37,5665.27,166203500
01-10-2024,5726.63,5787.99,5685.73,5767.54,82690100
02-10-2024,5747.08,5808.44,5665.27,5706.18,91076400
03-10-2024,5726.63,5787.99,5644.82,5767.54,86264900
04-10-2024,5747.08,5767.54,5644.82,5685.73,79485300
07-10-2024,5665.27,5665.27,5563.01,5624.37,103943100
08-10-2024,5583.47,5869.8,5542.56,5787.99,132141500
09-10-2024,5787.99,5869.8,5685.73,5685.73,76515700
10-10-2024,5665.27,5767.54,5644.82,5685.73,44291900
11-10-2024,5747.08,5747.08,5665.27,5685.73,45331500
14-10-2024,5665.27,5706.18,5644.82,5665.27,55885300
15-10-2024,5726.63,5808.44,5665.27,5767.54,90358600
16-10-2024,5767.54,5787.99,5665.27,5726.63,133022500
17-10-2024,5767.54,5931.15,5726.63,5910.7,90219900
18-10-2024,5951.61,5972.06,5869.8,5869.8,57379200
21-10-2024,5931.15,5931.15,5828.89,5890.25,43056000
22-10-2024,5849.34,5869.8,5787.99,5787.99,43582700
23-10-2024,5787.99,5828.89,5747.08,5787.99,38222900
24-10-2024,5726.63,5849.34,5706.18,5706.18,65877100
25-10-2024,5706.18,5767.54,5706.18,5767.54,34637500
28-10-2024,5787.99,5787.99,5563.01,5583.47,114500800
29-10-2024,5563.01,5603.92,5501.66,5583.47,91268300
30-10-2024,5378.94,5542.56,5378.94,5522.11,122132700
31-10-2024,5522.11,5583.47,5481.2,5481.2,126730700
01-11-2024,5501.66,5501.66,5358.49,5440.3,101423100
04-11-2024,5399.4,5563.01,5338.04,5522.11,80208800
05-11-2024,5501.66,5685.73,5460.75,5665.27,88661200
06-11-2024,5665.27,5665.27,5358.49,5358.49,147272800
07-11-2024,5317.59,5358.49,5256.23,5256.23,154758500
08-11-2024,5256.23,5338.04,5133.52,5174.42,192423000
11-11-2024,5153.97,5276.68,5031.25,5194.87,125606000
12-11-2024,5215.32,5276.68,5174.42,5215.32,117281700
13-11-2024,5317.59,5358.49,5235.78,5256.23,102748300
14-11-2024,5215.32,5297.13,5194.87,5215.32,69750600
15-11-2024,5153.97,5235.78,5153.97,5194.87,41079700
18-11-2024,5194.87,5256.23,5092.61,5174.42,77471700
19-11-2024,5215.32,5215.32,5092.61,5113.06,95495700
20-11-2024,5174.42,5194.87,5072.16,5092.61,68707200
21-11-2024,5092.61,5092.61,5010.8,5031.25,76579300
22-11-2024,5010.8,5153.97,4990.35,5113.06,80236400
25-11-2024,5174.42,5399.4,5174.42,5378.94,183449100
26-11-2024,5399.39,5399.39,5174.42,5235.78,107194300
28-11-2024,5194.87,5338.04,5194.87,5276.68,81883200
29-11-2024,5174.42,5215.32,5010.8,5031.25,157628700
02-12-2024,5051.71,5113.06,4888.09,4908.54,114555300
03-12-2024,4990.35,5133.52,4990.35,5133.52,99509800
04-12-2024,5133.52,5276.68,5092.61,5215.32,75260000
05-12-2024,5194.87,5215.32,5031.25,5031.25,69528700
06-12-2024,5072.16,5133.52,5010.8,5092.61,75989700
09-12-2024,5051.71,5215.32,5051.71,5215.32,74220300
10-12-2024,5133.52,5174.42,5092.61,5153.97,92245000
11-12-2024,5153.97,5235.78,5153.97,5153.97,62509600
12-12-2024,5072.16,5092.61,4990.35,5010.8,96707500
13-12-2024,4928.99,4990.35,4888.09,4928.99,135581400
16-12-2024,4826.73,4990.35,4826.73,4969.9,105375900
17-12-2024,4949.45,4969.9,4847.18,4867.64,72109300
18-12-2024,4847.18,4908.54,4724.47,4765.38,153164600
19-12-2024,4601.76,4683.57,4581.31,4642.66,277793000
20-12-2024,4642.66,4704.02,4601.76,4642.66,148568600
23-12-2024,4744.92,4806.28,4683.57,4765.38,82910100
24-12-2024,4765.38,4806.28,4704.02,4704.02,41240900
27-12-2024,4704.02,4785.83,4704.02,4744.92,46126800
30-12-2024,4642.66,4704.02,4622.21,4663.11,96782100
02-01-2025,4663.11,4785.83,4663.11,4785.83,82914600
03-01-2025,4785.83,4806.28,4724.47,4744.92,58067100
06-01-2025,4765.38,4765.38,4622.21,4642.66,68443700
07-01-2025,4581.3,4622.21,4540.4,4581.3,96982300
08-01-2025,4581.31,4704.02,4581.31,4704.02,118246100
09-01-2025,4683.57,4724.47,4663.11,4704.02,56491700
10-01-2025,4704.02,4724.47,4581.3,4581.3,77751500
13-01-2025,4499.5,4540.4,4479.04,4519.95,99953900
14-01-2025,4438.14,4560.85,4417.69,4417.69,97351900
15-01-2025,4479.04,4765.38,4458.59,4704.02,194025700
16-01-2025,4969.9,5072.16,4785.83,4806.28,204359900
17-01-2025,4744.92,4949.45,4704.02,4806.28,114054600
20-01-2025,4908.54,4949.45,4847.18,4908.54,84338400
21-01-2025,4990.35,5051.71,4928.99,4949.45,115355900
22-01-2025,5031.25,5072.16,4990.35,5031.25,117929800
23-01-2025,5072.16,5153.97,5051.71,5051.71,120893700
24-01-2025,5113.06,5113.06,5010.8,5010.8,96161800
30-01-2025,4990.35,5092.61,4969.9,4990.35,101400400
31-01-2025,5051.71,5092.61,4928.99,4928.99,107861000
03-02-2025,4888.09,4908.54,4663.11,4744.92,182181700
04-02-2025,4765.38,4785.83,4601.76,4642.66,121871500
05-02-2025,4581.31,4581.31,4479.04,4519.95,185656000
06-02-2025,4438.14,4438.14,4090.45,4172.26,642118700
07-02-2025,4090.45,4213.16,4049.55,4213.16,407896100
10-02-2025,4213.16,4213.16,4082.27,4090.45,169384300
11-02-2025,3885.93,4049.55,3885.93,3992.28,316743200
12-02-2025,4025.0,4049.55,3951.38,4041.37,225073300
13-02-2025,4041.37,4151.81,4008.64,4110.9,215271400
14-02-2025,4172.26,4254.07,4065.91,4192.71,239709300
17-02-2025,4254.07,4479.04,4233.62,4438.14,223837300
18-02-2025,4458.59,4540.4,4397.23,4458.59,157430200
19-02-2025,4397.23,4417.69,4192.71,4233.62,204335500
20-02-2025,4192.71,4274.52,4172.26,4213.16,98363500
21-02-2025,4090.45,4172.26,4090.45,4151.81,152528600
24-02-2025,4131.36,4151.81,4074.09,4110.9,127578500
25-02-2025,4090.45,4110.9,3975.92,3984.1,224607800
26-02-2025,3975.92,4074.09,3967.74,4025.0,161836900
27-02-2025,4033.18,4049.55,3812.3,3812.3,334919800
28-02-2025,3779.58,3836.84,3722.31,3763.21,464696700
03-03-2025,3885.93,4074.09,3845.02,4008.64,257118300
04-03-2025,4008.64,4025.0,3885.93,3959.56,144346500
05-03-2025,3975.92,4131.36,3975.92,3975.92,252222800
06-03-2025,4016.82,4074.09,3984.1,3984.1,194909200
07-03-2025,3984.1,3984.1,3935.01,3959.56,117916600
10-03-2025,3869.57,3894.11,3812.3,3853.2,231152200
11-03-2025,3804.12,3910.47,3795.94,3877.75,150738100
